Genes	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Mfhas1	0.0160758172949779	0.112788100184707	0.095	0.076	1
Supt5	0.0160769864011423	-0.236100244376415	0.105	0.127	1
Cenpw	0.0161861101526638	0.0584232009250708	0.028	0.018	1
Rufy1	0.0162056961369332	0.0778032571632474	0.02	0.012	1
Gosr2	0.0162250355166222	0.0933849195201173	0.09	0.071	1
Mrpl30	0.0162403250187693	0.100751029087561	0.219	0.19	1
Ddx23	0.0162682372997142	0.0727049063488178	0.115	0.093	1
Ccdc107	0.0162778943885027	0.0942742886725537	0.046	0.032	1
Lyrm4	0.0162965209709328	0.0686842763217258	0.017	0.01	1
Cbl	0.0163505021989075	-0.227117079788123	0.125	0.148	1
Jade2	0.01638247743768	0.0473866160413615	0.046	0.032	1
Ppm1d	0.0163853281177163	0.0936947245103948	0.043	0.03	1
Mcfd2	0.0163873710402325	0.0519199153146445	0.015	0.008	1
Marc2	0.0164364392671639	0.0389541417762425	0.106	0.084	1
Snhg1	0.0164622058242265	0.0803926682763267	0.354	0.318	1
Ndufc2	0.0164632553257172	0.114452079022809	0.118	0.097	1
Gm44889	0.0165137534538963	-0.0305897597483086	0	0.004	1
Mcur1	0.0165460197596488	0.083598934766225	0.063	0.047	1
9930111J21Rik1	0.0165622205118233	0.0340234698037662	0.007	0.002	1
Wdfy4	0.0165995878306361	0.0335023928005955	0.007	0.002	1
Rnasek	0.0166207569189619	0.0846820298711852	0.174	0.147	1
Peli1	0.0166543997690904	0.0377580996023106	0.406	0.358	1
Jmjd7	0.0166833562184878	0.0319020758880368	0.015	0.008	1
Pls1	0.0167046104796589	0.0354717332422358	0.007	0.002	1
Dsn1	0.0167121343727512	0.0217420972915	0.007	0.002	1
Fnta	0.0167181850267768	0.0694342512240378	0.043	0.03	1
Evi2a	0.0167199212744866	0.0564320041301679	0.023	0.014	1
Psmd6	0.0167940363776769	0.0754722104331432	0.082	0.064	1
Dcun1d5	0.0167966289006881	0.119660222210305	0.12	0.1	1
Snx5	0.0167989651259571	-0.184557075307587	0.075	0.095	1
Spint2	0.016810080143626	0.0962308203445059	0.072	0.055	1
Atp6v1b2	0.0168108571779108	0.0694155776173668	0.066	0.05	1
Tob1	0.0168283270844205	0.0667953537411847	0.127	0.104	1
Mtif2	0.0168673482091944	0.103697445582393	0.035	0.024	1
Gabarapl1	0.0168995568874507	0.0805082792880035	0.018	0.01	1
Rpl10-ps3	0.0169519529309122	0.0398612388751367	0.017	0.01	1
Wsb2	0.0170004944011064	0.0712695281903304	0.043	0.03	1
Pank4	0.0170065659969479	-0.115767805558295	0.019	0.031	1
Teddm2	0.0170073607176487	0.0394764246838775	0.005	0.002	1
Fbxw2	0.0170834413269237	0.0649124985632061	0.175	0.148	1
Tbxas1	0.0171070325003198	0.0338736342173465	0.005	0.002	1
Mrps34	0.0171317959712317	0.0476647205160171	0.1	0.079	1
Slc31a1	0.0171377902522236	0.0548752173270138	0.014	0.007	1
Phldb3	0.0171497107909086	-0.0481420134970719	0.001	0.007	1
Ccl25	0.0171826154734556	0.0791091631784927	0.037	0.025	1
1700084E18Rik	0.0171826961087425	0.030508048938662	0.006	0.002	1
Txn2	0.0172106422100408	0.111608966836788	0.114	0.093	1
Ints8	0.0172318533533241	-0.105255134457868	0.012	0.022	1
Gps2	0.0172427488326689	0.108927949120643	0.113	0.092	1
Cyba	0.0172780579582701	0.0453705332808569	0.276	0.24	1
Brwd1	0.0172856018828311	-0.22354691454595	0.061	0.079	1
Med28	0.0173013979146214	0.0985353860069135	0.076	0.059	1
Haus3	0.017309083763973	0.0674188274984379	0.093	0.073	1
Nt5c2	0.017314811751652	0.0693818830454324	0.041	0.028	1
Dffb	0.0173188271982602	0.0591102729440862	0.03	0.02	1
Chic2	0.0173656789714634	0.0578979374032045	0.198	0.171	1
Tox	0.0173797824523414	-0.187580941744966	0.106	0.131	1
Spock2	0.0174081395020399	0.0530476673948942	0.011	0.005	1
Atf1	0.0174235988221435	0.0784042714248792	0.141	0.117	1
Nubp1	0.0174487154768814	0.0923611359930878	0.071	0.054	1
Ubc	0.0174686586569587	-0.116944539150892	0.726	0.694	1
Trp53inp1	0.0174794897992788	-0.219630230637696	0.14	0.164	1
Dhrs3	0.0175427715674389	0.0513539736698156	0.011	0.005	1
Ankzf1	0.0175511035416533	-0.058469130623385	0.003	0.009	1
Snf8	0.0175536888954026	0.078372823961356	0.077	0.059	1
Xpo1	0.0175750057493633	-0.184201586640324	0.035	0.05	1
Fam122a	0.0175753208930985	0.111091459253219	0.055	0.04	1
Tspyl2	0.0175760652081792	0.0587292726826669	0.035	0.024	1
Mcrip1	0.017596239468609	0.105681474137194	0.09	0.071	1
Atad2b	0.0176027139468988	0.0878526192467887	0.112	0.091	1
Orai2	0.0176206938163554	0.0974706334260611	0.081	0.063	1
Lrrc61	0.0176378816257226	-0.0722793797055329	0.002	0.008	1
Apopt1	0.0176787457243936	0.0878885151715023	0.054	0.039	1
Ythdc1	0.017679240467001	-0.20230551401577	0.394	0.411	1
Uqcrq	0.0177086041458376	0.0365121760016653	0.172	0.146	1
Rint1	0.0177398477670088	0.0516759827952776	0.041	0.029	1
Dck	0.0177417129439489	0.079992291438292	0.059	0.044	1
Haus1	0.0177928747722945	0.0631850063676742	0.022	0.013	1
Crlf2	0.0178540511783358	0.094122440909098	0.089	0.07	1
Rp9	0.0179004532766616	0.106255852498801	0.258	0.229	1
Tanc1	0.017903866178795	-0.177393644598321	0.026	0.039	1
Pdrg1	0.0179075850980227	0.0501627467651351	0.051	0.037	1
Cnp	0.0179436089677987	0.0861166120990868	0.106	0.085	1
Pbxip1	0.0180461223886981	-0.263960303795228	0.1	0.121	1
Cry1	0.0180474019166296	0.0630710841973343	0.034	0.023	1
Ckap5	0.0180576608779579	0.0566273463695346	0.034	0.023	1
Eif2ak3	0.0180997382317343	0.0797649435576827	0.076	0.059	1
Tmem88	0.0181004082347521	-0.0414825286115663	0.001	0.006	1
Slc23a2	0.0181232083557916	0.0735215149022452	0.028	0.018	1
Zc3h15	0.0181306353042786	0.0669688694713395	0.212	0.184	1
Atp6v0d1	0.0181579019168667	0.0949216079730414	0.082	0.065	1
Hist3h2ba	0.01828732042109	-0.0822808900139256	0.007	0.016	1
Kif21b	0.0182879709584084	-0.246129853254613	0.112	0.134	1
Wdhd1	0.0182910990289439	0.0661754920928606	0.019	0.011	1
Elmod2	0.0183113699284165	0.02868270762063	0.011	0.005	1
Gpi1	0.0183345631506711	-0.227696252666786	0.181	0.206	1
Xpo7	0.0183406919581541	-0.172886103215213	0.038	0.054	1
Trmt6	0.0183509715656083	0.107211308966641	0.075	0.058	1
Trim13	0.0183561453183185	-0.141669720898858	0.02	0.031	1
3110056K07Rik	0.0183865960502076	0.0639942991118431	0.082	0.064	1
Psmd13	0.0183907066232321	0.0356422782579118	0.067	0.05	1
Phf7	0.0184032212830819	0.0786791377907321	0.022	0.014	1
Alcam	0.018435407020298	0.0630928403546825	0.009	0.004	1
Diaph2	0.0184371942718622	0.0934948411384919	0.053	0.039	1
Ech1	0.0184667572962549	0.0825905387747885	0.045	0.032	1
Thap12	0.018510803997249	0.127899192886877	0.069	0.053	1
Herc2	0.0185556347672792	-0.201595869170378	0.062	0.08	1
Syne2	0.0185974943799114	0.0537245613823661	0.019	0.011	1
Sigirr	0.01862840901773	0.0617035960939054	0.039	0.027	1
Glmn	0.0186653342110805	0.0661734979293323	0.017	0.009	1
Dcun1d4	0.0186971048362764	0.0458438429828583	0.009	0.004	1
Sirpa	0.0187381802551309	0.0352591942719825	0.009	0.004	1
Tmem268	0.0187919864326673	0.0689294398916625	0.02	0.011	1
Pcbp3	0.0188068147162329	0.0380686208789551	0.009	0.004	1
Snrnp200	0.0188161127604927	-0.196045412107215	0.072	0.091	1
Batf	0.0188293716720694	-0.249809300124333	0.09	0.11	1
Rasa2	0.018829981993184	0.0724519360768651	0.1	0.08	1
Dbt	0.0188357502880677	0.0707602980700482	0.038	0.026	1
AI506816	0.0188409298583679	0.0590628045593615	0.054	0.039	1
Gm15545	0.0188618805029739	0.0352004624686021	0.009	0.004	1
Slc16a10	0.0188756689627337	0.0343880092455914	0.009	0.004	1
Armc8	0.0188791074008289	-0.139808859558513	0.022	0.035	1
Snrnp40	0.0189215057323656	0.110438599367241	0.08	0.062	1
Rab11b	0.0189613826630056	0.014753591227108	0.19	0.162	1
Cox7c	0.018968503221436	0.0262961741294632	0.419	0.371	1
Pcm1	0.018987347583784	0.0903159805431484	0.104	0.084	1
Srek1ip1	0.018990850916547	0.0666374746970858	0.022	0.014	1
Mrps17	0.0189999118816602	0.0745554306343492	0.056	0.041	1
Zbtb6	0.0191068635149218	0.0903760477189754	0.033	0.022	1
Plekha5	0.0192096537941704	0.0673454372075065	0.043	0.031	1
Spidr	0.0192324888212824	0.0292480790356	0.019	0.011	1
Gtdc1	0.0192347541755839	-0.103922218845428	0.011	0.02	1
4933412E12Rik	0.0193149087248821	-0.0356165066036513	0	0.004	1
Dapp1	0.0193611425082193	-0.187585828403312	0.064	0.082	1
Dpm1	0.0193624970492526	0.0699776204930231	0.171	0.147	1
Hipk3	0.0193773735447446	-0.109190942911577	0.025	0.038	1
Zbtb2	0.019393597918056	0.0946018006962961	0.044	0.031	1
Ddx1	0.0194718861976428	0.080044635412064	0.041	0.029	1
Pnpla2	0.0195266436969116	0.066789833600889	0.056	0.042	1
Xndc1	0.0195626528593439	-0.0802908004212154	0.006	0.013	1
Psmd5	0.0195670421411275	0.0640282007593234	0.033	0.022	1
Tmem154	0.0195799243947205	0.0570019017759826	0.042	0.029	1
Ccdc32	0.0196338572979195	0.0738210513753119	0.037	0.025	1
Jmjd1c	0.0196495646872368	-0.266989138163164	0.219	0.241	1
Trio	0.0196952256838701	-0.13248157108918	0.022	0.034	1
B4galnt1	0.0197256353720726	-0.2296807253713	0.179	0.203	1
Chd8	0.0198501787168236	-0.194445992123767	0.119	0.143	1
Scd1	0.0198550535221993	-0.0920175329069858	0.003	0.009	1
Bcl2a1d	0.0198699917622997	0.064891639743514	0.017	0.01	1
Eid2	0.01993331477239	0.0623302482715681	0.017	0.01	1
Gm15340	0.0199837836487252	-0.087319536772319	0.014	0.025	1
Zbtb17	0.0200458901006069	0.090738792525961	0.039	0.027	1
Psmd8	0.0201139324637974	0.125424836764484	0.152	0.13	1
Capzb	0.02017671455753	0.0530332684792401	0.229	0.198	1
Cyb561a3	0.020244825271528	0.0401301884142999	0.01	0.005	1
Gbf1	0.0202458083626667	0.075636838073929	0.052	0.038	1
Abhd18	0.0202742858611763	0.0628662284560328	0.025	0.015	1
Setd3	0.0202974889683068	-0.155751077493717	0.057	0.075	1
Mtf1	0.0203451141856606	0.0699403841894113	0.036	0.025	1
Naa20	0.0204125720511124	0.144141469274895	0.069	0.053	1
Cep170b	0.020427742140952	0.047842233652105	0.01	0.005	1
Cand1	0.0204533300423095	-0.134549859263972	0.046	0.063	1
Padi2	0.0204584845580331	0.063457603237116	0.015	0.008	1
Frmd6	0.0204752351995397	-0.141840285644349	0.027	0.041	1
Gigyf1	0.0205204788963207	-0.180076702844405	0.08	0.1	1
Opa3	0.0205878387113797	-0.101263687529165	0.012	0.022	1
Capn15	0.0205888849514005	0.0538670789613486	0.033	0.022	1
1810009A15Rik	0.0206551238073906	0.0464190784867231	0.008	0.003	1
Lfng	0.0207944832936508	0.0713308925078468	0.075	0.058	1
Gm4673	0.0208134677497304	0.0592717989666666	0.025	0.016	1
Snx4	0.0208847069375643	0.106303053532995	0.077	0.06	1
Heatr1	0.020900636457951	0.0594319825758043	0.034	0.023	1
Add3	0.0209052157487265	-0.239027056832664	0.155	0.178	1
Rabggta	0.0209174575402757	-0.128318842348824	0.014	0.024	1
Trat1	0.0209301772086586	-0.189025294741936	0.106	0.128	1
Grap2	0.0209370742603707	0.0108534439021271	0.345	0.3	1
Tex9	0.0209552535262283	-0.0480018823275348	0.001	0.005	1
Rab29	0.0209791090219015	0.0420090042435831	0.008	0.003	1
Tsr3	0.0210613785574211	0.0780119464612045	0.039	0.027	1
Nomo1	0.0211033797698113	0.0547145476142412	0.033	0.022	1
Rp2	0.021134003135472	0.0416508101858118	0.015	0.008	1
Akap11	0.0211457583429212	-0.12774666762811	0.019	0.03	1
Sh3gl1	0.0211578606557312	0.00807848196006378	0.086	0.067	1
Tbc1d2	0.021184960705675	0.0180251491886045	0.003	0.001	1
Trav6-5	0.021184960705675	0.0319068588963624	0.003	0.001	1
9830144P21Rik	0.0212491306192621	0.0204892856856463	0.003	0.001	1
Dhdh	0.0212491306192621	0.0224076758956683	0.003	0.001	1
Herc6	0.0212609899886028	-0.13429175775256	0.015	0.026	1
Cdc45	0.0212651995268739	0.0185918764770479	0.003	0.001	1
Tm4sf1	0.0212812790174751	0.0313411761829896	0.003	0.001	1
Kcnq5	0.021297369096721	0.0212055986257273	0.003	0.001	1
Spata5l1	0.021297369096721	0.0171906454617042	0.003	0.001	1
4930537H20Rik	0.021297369096721	0.0188168687372564	0.003	0.001	1
Gm39214	0.021297369096721	0.0213722224990352	0.003	0.001	1
Ift46	0.0213027108908025	0.0564106758147049	0.027	0.018	1
Zfp985	0.0213134697702689	0.0151689594522207	0.003	0.001	1
Gm44265	0.0213134697702689	0.0153529060853532	0.003	0.001	1
5033406O09Rik	0.0213295810437778	0.0186280767993852	0.003	0.001	1
Dhx16	0.0213447776827689	0.0498912483693034	0.034	0.023	1
Lrrc47	0.021349293022068	0.0952450350021671	0.07	0.054	1
Mdga1	0.0213779785206937	0.0144924593849537	0.003	0.001	1
Ak2	0.0213903256106284	0.0811900123508306	0.075	0.058	1
Arnt	0.0214058324249688	-0.189151180715291	0.048	0.065	1
Slc38a10	0.0214134961469974	-0.1554998884306	0.037	0.052	1
Itpk1	0.0214327691510609	0.0647510608497111	0.061	0.046	1
Preb	0.0214695642325661	0.0517239122641143	0.058	0.043	1
Zfp831	0.0215357859183237	-0.118289346149188	0.02	0.031	1
1700008J07Rik	0.0216313402945328	0.0732652729583426	0.016	0.009	1
Rrbp1	0.0216459241791018	0.0818459444227791	0.149	0.125	1
Kdelr2	0.0217171134458394	0.0992171252054446	0.048	0.035	1
Dtymk	0.0218011175713159	0.0999638591346167	0.04	0.028	1
Relb	0.0218425630083971	0.119950188334513	0.156	0.135	1
Gprin3	0.0218556157484156	0.0758610087123296	0.029	0.019	1
Shld2	0.0218682608734361	0.0496569228671402	0.022	0.013	1
Gbp3	0.02191566704469	-0.112633698988667	0.01	0.019	1
Polr2g	0.0219340809167174	0.0316490656497403	0.062	0.047	1
1500004A13Rik	0.0219807990506242	0.0550792625907549	0.016	0.009	1
Cd2ap	0.0219999471209203	0.0796931281561302	0.2	0.172	1
Ap1g2	0.0220157521893767	-0.0889465973503328	0.014	0.024	1
Plk3	0.0220581046761081	-0.110067310847794	0.01	0.019	1
Calcrl	0.0221316518458895	-0.101351241607479	0.009	0.018	1
Uxt	0.0221393249143025	0.071372632077436	0.037	0.025	1
Smim1	0.022141773108137	0.0466924445249715	0.014	0.007	1
Prdx3	0.022200762050334	0.0451706647969588	0.051	0.038	1
Coro7	0.0222171647916811	-0.142509978685197	0.03	0.044	1
Rmnd5b	0.0222929444168676	0.0901019327536836	0.042	0.03	1
Ccdc47	0.022295330576509	0.0272236915619678	0.071	0.054	1
Ece1	0.0223337962732634	-0.0956776525489282	0.009	0.018	1
Acbd4	0.0224479059058471	0.0429432352051181	0.014	0.007	1
Naa40	0.0224933756224086	-0.129568419466167	0.018	0.029	1
Pde4d	0.0225632803012919	-0.213999048537631	0.148	0.172	1
Gm29670	0.0226088411530724	-0.0387404632021745	0	0.004	1
Trim39	0.022623039766936	-0.13791932042548	0.021	0.033	1
Upf2	0.0226256109197786	0.0531832223343143	0.107	0.087	1
Kctd20	0.0226659668062694	-0.183758007464721	0.048	0.065	1
Rnf157	0.0227016690363489	-0.134459477146457	0.012	0.022	1
Plekhg2	0.0227779653574987	-0.152618104269379	0.021	0.033	1
Mthfd2l	0.0228541014834983	0.0430549873274721	0.019	0.011	1
Pitpnm1	0.0229618185186588	-0.174305156224534	0.036	0.051	1
P2ry12	0.0229655605472809	0.0809539625041181	0.012	0.006	1
Tirap	0.0230208602783638	0.0599755905214888	0.011	0.005	1
Gm20274	0.023043511983468	-0.124804003412659	0.012	0.021	1
Trmt12	0.0230985257517783	0.0531652878209236	0.011	0.005	1
Mecp2	0.0231000263724158	0.0632314828247182	0.088	0.07	1
Rras	0.0231611194962769	-0.0364767010469301	0.001	0.007	1
Wdr44	0.0231696734593207	0.0962627152256869	0.046	0.033	1
Gm19325	0.0231860861029316	-0.0891991395969915	0.012	0.022	1
Cab39	0.0232270672079122	0.0236992620821701	0.169	0.143	1
Serp2	0.02324728573505	0.0414751786937556	0.012	0.006	1
Exoc8	0.0232474280749147	0.0549590670658443	0.011	0.005	1
Mrps11	0.0232520327985307	0.0499890824199855	0.035	0.024	1
Tbxa2r	0.0233437645960732	0.0656001531317085	0.02	0.012	1
Ehhadh	0.023373675066535	0.0554151918567478	0.007	0.003	1
Gm28529	0.023373675066535	0.0453537173883247	0.007	0.003	1
Cep95	0.0233926463641247	-0.0772427060307697	0.004	0.011	1
Tmem86a	0.0233971629949144	0.0435170901248229	0.011	0.005	1
Ubash3a	0.0234185313353621	-0.207809346265112	0.138	0.161	1
Terf1	0.023427702720802	0.0627521049266169	0.073	0.057	1
2310022A10Rik	0.0235068860628297	0.0576707250571026	0.02	0.012	1
Mbd5	0.023517549926196	-0.0843073177020035	0.014	0.025	1
Caml	0.0236169363557464	0.0756474438980624	0.025	0.016	1
Mrpl48	0.0236938945222494	0.0725308155638031	0.049	0.036	1
Ddhd2	0.0236956577243547	0.0828919741653685	0.062	0.047	1
4732440D04Rik	0.0237543171971647	0.0855878931727426	0.055	0.041	1
Atrnl1	0.0237554945559809	0.0261438700204323	0.007	0.003	1
Ypel5	0.0237658347867875	0.0355593925484949	0.123	0.1	1
Msl3	0.0238036350847627	0.102502945522043	0.029	0.019	1
Bcl6	0.0238133371933468	-0.0966075765453137	0.014	0.025	1
Mpeg1	0.0239789286207398	0.0348010565730649	0.011	0.005	1
Atp6v1g1	0.0240053396989743	0.0633714047659482	0.181	0.156	1
Akap8l	0.0240682978998723	0.0710413406861642	0.085	0.067	1
Zmym1	0.0240857243600661	0.0723684183633604	0.044	0.032	1
Brap	0.0240953458956142	0.0541387245017696	0.097	0.078	1
Usp24	0.024145339834944	-0.144932678756731	0.048	0.065	1
Kansl1	0.0241523467796206	0.00680943003712886	0.228	0.197	1
Sypl	0.0241727975938	-0.118827000411299	0.017	0.027	1
Il6ra	0.0241913020017796	0.0925651428586594	0.201	0.175	1
Flywch1	0.0242275075140148	-0.104147830164814	0.009	0.018	1
Rabep1	0.0243236574400408	0.0509982494159824	0.046	0.033	1
Pycr2	0.0243660461838838	0.064637352161916	0.049	0.036	1
Slf1	0.0243666490222958	0.066802126215332	0.034	0.023	1
Polr2b	0.0243732383230654	0.049896641692932	0.046	0.033	1
D3Ertd751e	0.0243738389022155	0.0379038258110553	0.025	0.016	1
Dnaja1	0.0244073446719858	-0.222666706733796	0.286	0.309	1
Ccl3	0.0244380998972873	-0.0513542870489983	0.001	0.005	1
Pear1	0.0244986243688722	0.0834436331492674	0.02	0.012	1
Fam174a	0.0245291002998809	0.0824648842774872	0.044	0.032	1
Apol8	0.0245390037336271	-0.0636118971237679	0.005	0.012	1
Patj	0.0245402577245323	-0.154344560402656	0.046	0.062	1
Cog2	0.0246356987502548	0.0554754459964747	0.048	0.035	1
Ripor2	0.0247056465050011	-0.284870585606477	0.21	0.227	1
Uba6	0.0247106558809196	-0.123387799866208	0.017	0.027	1
Ptpmt1	0.024753004622172	0.0692541708816117	0.043	0.031	1
Atad2	0.0247697093637859	-0.00097151755271585	0.265	0.229	1
Arsb	0.0247778893451106	-0.087395980926327	0.007	0.014	1
Pdpk1	0.0248798674052666	-0.177251319253866	0.058	0.075	1
Trappc12	0.0249117639810458	-0.194164336598652	0.042	0.057	1
Map1lc3a	0.0249510011530361	0.0923859011291634	0.064	0.049	1
Ehmt2	0.0249542731104769	-0.165349548920457	0.036	0.05	1
Zkscan6	0.0250227086286538	0.085243942544519	0.022	0.013	1
Sh2b1	0.025037530549901	-0.175656554285688	0.051	0.067	1
Chpf	0.0250550707361001	0.039771525892567	0.02	0.012	1
Prpf4	0.02508585944948	0.0911900239216875	0.058	0.044	1
Atxn10	0.0250943266200005	-0.148282809858507	0.048	0.065	1
Sin3a	0.0251489318106148	-0.160414479725388	0.038	0.053	1
Bend5	0.0252161043950338	-0.0642929741724496	0.006	0.013	1
Rhebl1	0.0252913888764797	0.0646531455518366	0.015	0.008	1
Polr3d	0.0253110228343195	0.0721833056869642	0.059	0.045	1
Usp45	0.0253691049379938	-0.120470881162482	0.014	0.023	1
Cuta	0.0253797415500543	0.089135670194493	0.099	0.08	1
1600012H06Rik	0.0254132370155352	0.0483980406895844	0.021	0.013	1
Wbp1	0.0254386044830878	0.0584396467363252	0.032	0.022	1
Utp3	0.0255031179557843	0.0480249796412864	0.192	0.165	1
D730003I15Rik	0.0255230987172431	0.0561848797129542	0.029	0.019	1
Copb1	0.0255309387328527	0.0716665832591457	0.099	0.08	1
Gsdme	0.0255377695989536	0.0447127183948742	0.013	0.007	1
Rab24	0.0255436078937401	0.0555290167524649	0.063	0.048	1
Brd7	0.0255484508363868	0.0616491268065462	0.062	0.047	1
Ctnnb1	0.0255903865373459	0.0729949986722733	0.096	0.077	1
Ccnc	0.0255913230311747	0.0677752098979426	0.022	0.013	1
Gm9725	0.0256360653182972	0.0422920392105795	0.007	0.003	1
Cyb561d2	0.0256584072282289	0.0758514390138021	0.042	0.03	1
Gm44066	0.0256838541277518	0.0680014426666745	0.012	0.006	1
Rbm14	0.025687614427678	-0.0962765359403317	0.014	0.024	1
Prrg4	0.0257323127946526	0.0284726848308859	0.007	0.003	1
BC005561	0.0257329024344524	0.101218373736302	0.074	0.058	1
Gm50071	0.0257644646620948	0.0327222859319009	0.007	0.003	1
Ahctf1	0.0257667421339628	-0.192567297340658	0.067	0.085	1
Ccdc22	0.0257753538242259	-0.0850401664901667	0.012	0.022	1
E330020D12Rik	0.0257859185371946	0.0342096951303403	0.007	0.003	1
Suclg1	0.0258106803801554	0.0389601657197743	0.077	0.06	1
Baz1a	0.0258819251337033	0.0602732242153349	0.095	0.076	1
Atg9a	0.0258932975081541	0.0597230437107217	0.028	0.019	1
Lemd2	0.0259209171768791	0.0594367649788247	0.068	0.052	1
Eif4e2	0.0259269494988634	0.0840323610080284	0.114	0.094	1
Rab20	0.0259578784352621	0.0690543483765373	0.019	0.011	1
Zfp330	0.0261485056202973	0.0495461954186521	0.101	0.082	1
Atg14	0.0261709770736512	0.0960314557989811	0.063	0.048	1
Chaf1b	0.0262025340550263	0.0513719046923248	0.018	0.011	1
Lyrm2	0.0262702298336513	0.0589687904739004	0.043	0.031	1
Akap13	0.026303767958821	0.0517245976096854	0.661	0.593	1
Anapc1	0.0263061249523067	-0.164646539523846	0.062	0.079	1
Dnajc17	0.0263392123729167	0.0588652418210208	0.024	0.015	1
Aatf	0.0263950275989826	0.0607302484194137	0.048	0.036	1
Noa1	0.0263983267533384	0.0820360381899461	0.024	0.015	1
2610008E11Rik	0.0264013219850686	0.10062724024006	0.033	0.022	1
Toe1	0.0264322750734038	0.0729226923695865	0.046	0.034	1
Tlr7	0.0264871894661389	-0.0397556406567453	0	0.004	1
Cx3cr1	0.0264871896684895	-0.032489623877648	0	0.004	1
Esr1	0.0264871896684895	-0.0366272086163	0	0.004	1
Rfx2	0.0264871896684895	-0.0380574356310011	0	0.004	1
Rab27a	0.0264918641888617	0.0275507858916789	0.061	0.046	1
Nipa2	0.0265185064541242	0.117540755931374	0.071	0.055	1
Sirt3	0.0265368227202437	0.0574458171234171	0.012	0.006	1
Gm30373	0.0265578532755269	-0.0607947188848786	0.001	0.006	1
Sap130	0.0265765045864111	-0.10982699573389	0.028	0.041	1
Zfp84	0.0266188483487963	0.0448637551000208	0.041	0.029	1
Taf15	0.0266921055712735	0.0574386284080737	0.114	0.094	1
Rgl2	0.0267195759563861	-0.115579543891235	0.015	0.025	1
Neu3	0.0267290525260491	0.049878659042894	0.01	0.005	1
Tomm22	0.0268010918275436	0.10434442844898	0.2	0.176	1
Mettl3	0.0268034153331608	0.0502392336250521	0.03	0.02	1
Rmc1	0.0268053569576039	-0.0924186670578102	0.011	0.02	1
Fez2	0.026852768358232	0.0871504454019827	0.058	0.044	1
Zfp930	0.0269085511743366	0.0471935094023643	0.01	0.005	1
Zswim7	0.0269163400383221	0.0603795342995418	0.019	0.011	1
Hist1h2ap	0.0270029131341137	0.117847093146239	0.029	0.019	1
Taf3	0.02706673187115	0.0902960216557106	0.101	0.083	1
Arpc3	0.0270719557861764	0.0241853581426885	0.41	0.364	1
Tmem176a	0.0270975122188268	0.0633540329005662	0.01	0.005	1
Hmg20b	0.0271127319698489	0.0366001753851496	0.033	0.022	1
Wdr26	0.0271154223850942	-0.239866667677281	0.207	0.229	1
Pcbp1	0.0271216773619954	0.0334674080866113	0.295	0.26	1
Pa2g4	0.0271918917984707	0.0826921595073318	0.096	0.077	1
Egln3	0.0272368105658861	0.0365054793519252	0.01	0.005	1
Alkbh8	0.0272422953186192	0.0460635488276014	0.033	0.022	1
Zbtb41	0.0272654803452399	0.0611540654586264	0.025	0.016	1
Mmp11	0.0273383841364362	0.0466196223330701	0.014	0.008	1
Ndufaf5	0.0273852259734441	0.0431493754680678	0.01	0.005	1
Vsig10l	0.0274730151288441	0.0285807310190327	0.004	0.001	1
Slc25a42	0.0274730151288441	0.022043726838445	0.004	0.001	1
Herc3	0.0274787450772263	-0.145204894973318	0.035	0.049	1
Arl11	0.027540271036163	0.030990976423979	0.004	0.001	1
2610035D17Rik	0.0275466239768568	0.104130012804752	0.02	0.012	1
Borcs6	0.0275647845809375	-0.0935106965905232	0.009	0.018	1
Cdh11	0.0275739522147221	0.0205267979679791	0.004	0.001	1
Ywhab	0.027587212775183	0.0212332585521127	0.174	0.148	1
Fam20c	0.0275908061232286	0.0275442337914195	0.004	0.001	1
Ptbp1	0.027604073923422	-0.240781330787803	0.173	0.196	1
Taco1os	0.0276076689161752	0.0231015651176662	0.004	0.001	1
Gm42067	0.0276414207956739	0.0243149421089922	0.004	0.001	1
Ggnbp1	0.0276414211702618	0.0190342999489903	0.004	0.001	1
Dtl	0.0276577099725157	-0.0966027311738011	0.006	0.013	1
Uprt	0.0276583106388404	0.0249124019574994	0.004	0.001	1
Cd37	0.0276732958325293	0.0914472134911479	0.192	0.167	1
Dip2a	0.0276752090067366	0.0207740205758957	0.004	0.001	1
4930507D05Rik	0.027692116277672	0.0172377697303203	0.004	0.001	1
Btla	0.0277039360189736	0.0846584775259083	0.059	0.045	1
Ciao2b	0.0277849867435989	0.0629435323079109	0.057	0.043	1
Scap	0.027808375206284	-0.133511797105047	0.015	0.025	1
Galk1	0.0278129801776892	0.04319572130523	0.014	0.008	1
Gm45615	0.0278372060745327	0.0390729303650702	0.006	0.002	1
Zfp945	0.027843362423165	0.0645593122847015	0.055	0.041	1
Etaa1os	0.0278742265091711	0.0226990750373805	0.006	0.002	1
Gm4356	0.0279360215610641	0.0270066875416406	0.006	0.002	1
Rpl15	0.0279882568679282	0.0377715697252707	0.975	0.94	1
9530018F02Rik	0.0280475502964066	0.0171105185876631	0.006	0.002	1
Dnajb13	0.0281034582383547	0.0245584455040612	0.006	0.002	1
Dcaf17	0.0282064802334105	0.0799916128446962	0.035	0.024	1
Gorasp2	0.0282184232668956	0.0637956900079704	0.077	0.061	1
Pus3	0.0282194519382917	0.0743274473380948	0.031	0.021	1
