Genes	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Fmnl2	0.111412088559915	-0.120148847441741	0.008	0.036	1
Trmt10a	0.111412088559915	-0.150937189603614	0.008	0.036	1
Supt20	0.111682895559039	-0.726229082930494	0.101	0.179	1
Aip	0.111721453855601	0.430719708386302	0.083	0	1
Rpl4	0.111808739980196	-1.41949506360367	0.24	0.321	1
Hdac5	0.112191903125844	0.434738021070619	0.083	0	1
Ino80d	0.112191903351801	0.465927694285678	0.083	0	1
4632427E13Rik	0.11242673378117	0.583495876434016	0.139	0.036	1
Bud31	0.112454834613783	0.256773720930135	0.148	0.036	1
Atf5	0.112535378794115	-0.11532875719991	0.008	0.036	1
Paip2	0.112570556981859	0.331557873841527	0.311	0.143	1
Tle5	0.112693455791683	-0.541353192178293	0.22	0.321	1
Plbd1	0.112959162161412	-0.423809816661358	0.278	0.393	1
Clec4a2	0.112974623735855	0.503875904340578	0.243	0.107	1
Uck2	0.11313879070836	0.551478619260415	0.083	0	1
Dcaf8	0.113138791012188	0.463051670264802	0.083	0	1
Gm43936	0.113289186089915	-0.158175562031545	0.008	0.036	1
Hba-a2	0.113575929248048	-0.440152102299084	0.046	0.107	1
Tmem134	0.113605739970345	0.391607229294731	0.202	0.071	1
Ifitm2	0.114072518546047	0.309006231206062	0.969	0.893	1
Fam174a	0.11408652090409	0.599335407795023	0.14	0.036	1
Commd6	0.114093725925146	0.445688539057476	0.082	0	1
Sf3b2	0.114187199183922	0.474216041386347	0.425	0.25	1
Haghl	0.114342294108668	-0.398142246228489	0.025	0.071	1
Pdlim2	0.114390714470654	0.27960300854555	0.147	0.036	1
Zfp719	0.114562400958514	-0.419453695289071	0.025	0.071	1
Csnk2b	0.114686515842679	-0.514257671902156	0.186	0.286	1
Cab39	0.11470359007593	0.578519912215407	0.236	0.107	1
Ppp1r3d	0.114718150299726	0.299983074947528	0.205	0.071	1
Ric8a	0.115038081283182	0.465492978824172	0.143	0.036	1
Vps36	0.115056782750542	0.449329845398702	0.082	0	1
Pias1	0.115499322292108	0.560173418266483	0.139	0.036	1
Kansl3	0.115541380538056	0.48740045717427	0.082	0	1
Zfand5	0.11555897528645	0.474077935131412	0.291	0.143	1
mt-Atp6	0.115681435739852	-0.145677833492548	0.803	0.607	1
Lamtor1	0.115784880591591	0.195095468575025	0.257	0.107	1
Il10rb	0.115922111488943	0.208638325939971	0.205	0.071	1
Gtpbp2	0.116000149818089	-0.532482466402696	0.071	0.143	1
Ppp1r9b	0.116028036850706	0.47414431271395	0.081	0	1
Zswim6	0.116087152052774	-0.881395304665851	0.129	0.214	1
Cap1	0.116245819804995	0.346041327543002	0.488	0.286	1
Cd300a	0.116272627762406	0.660881018714978	0.311	0.179	1
Krit1	0.116350017887092	0.431512103110198	0.144	0.036	1
Stk40	0.116402897427495	0.487469847718985	0.241	0.107	1
Usp7	0.116432428017693	0.272127291157767	0.197	0.071	1
Pilra	0.116590330288833	0.159299781036987	0.502	0.286	1
Akap13	0.116817928512047	0.182601363112345	0.638	0.429	1
Plekhg3	0.117007564925828	0.436281195737378	0.081	0	1
Kmt2d	0.117007565043682	0.423795936649098	0.081	0	1
Snx17	0.117007565122252	0.422508390322184	0.081	0	1
Bcl2l11	0.117081489623298	0.522424235915073	0.238	0.107	1
Syap1	0.117500456070325	0.440962584954602	0.081	0	1
Cdkn1b	0.118059329787078	0.320212162984056	0.246	0.107	1
Pex12	0.118206783299592	-0.150329420275778	0.008	0.036	1
Clec4e	0.118318245351534	0.294346446498675	0.699	0.5	1
U2af2	0.118492540279441	0.453966753178545	0.08	0	1
Wdr41	0.118787198046891	-0.120411147522466	0.008	0.036	1
Ube2a	0.118824659898073	0.556652146414232	0.187	0.071	1
Pxk	0.118851681603208	0.268908377945572	0.203	0.071	1
Ssu72	0.118930415767729	0.236489583788886	0.398	0.214	1
Nek7	0.118991753257718	0.456453684627402	0.08	0	1
Acvrl1	0.118991753257718	0.413714552735385	0.08	0	1
Cdipt	0.11904862882543	0.558248928552283	0.138	0.036	1
Rps28	0.119152679239587	-0.871019960301746	0.387	0.464	1
Rhov	0.119319380250146	0.28081537151357	0.391	0.214	1
Mir142hg	0.119493093433254	0.452048844641226	0.08	0	1
D16Ertd472e	0.119688421892413	0.408271514615606	0.143	0.036	1
Hexb	0.119697683733725	-0.345381637105155	0.047	0.107	1
Eif1b	0.119944906801902	0.390780747895679	0.143	0.036	1
Cnpy3	0.119996570669582	0.459515113288312	0.08	0	1
Gnb1	0.120355568006126	0.44027553684098	0.247	0.107	1
Zfhx3	0.120390781086424	0.133452923924836	0.144	0.036	1
Fam192a	0.120502195534351	0.452389612655771	0.08	0	1
Bin3	0.12066862064009	0.618086700047139	0.225	0.107	1
Brd1	0.120863872878348	0.576334221350823	0.134	0.036	1
Usp8	0.121009976997051	0.436269699078658	0.079	0	1
Brd2	0.121067944693863	0.0159114856973455	0.246	0.107	1
Clpp	0.121131226038871	-0.0648773859690225	0.008	0.036	1
Rnf6	0.121385247004622	0.548302704938844	0.136	0.036	1
Nktr	0.121460392495019	0.301234185367003	0.473	0.286	1
Atg9a	0.121519926597906	0.446675682181213	0.079	0	1
Ogt	0.122143915880976	-0.998609795800666	0.24	0.321	1
Pitpna	0.12214876767575	0.294592715104202	0.34	0.179	1
Ndel1	0.122405048800652	0.520695112277577	0.522	0.357	1
BC005624	0.122494523495655	0.348380720096272	0.249	0.107	1
Atxn7l2	0.122530673587112	-0.241657465182551	0.009	0.036	1
Ipmk	0.122546368355888	0.466194205145043	0.079	0	1
Gm34589	0.122561517515298	-0.1613186115763	0.025	0.071	1
AV356131	0.122923881528492	-0.311393227530193	0.009	0.036	1
Kcmf1	0.123030998092828	-0.0103483304793602	0.144	0.036	1
Rnps1	0.123043051798651	-0.144762630438048	0.045	0.107	1
Ctbp2	0.123059646308352	-0.221194793236434	0.025	0.071	1
Ssna1	0.123062880842625	0.432994794610153	0.078	0	1
Gabarapl2	0.123180778450416	0.204081411259663	0.348	0.179	1
Tcf20	0.123581603641344	0.436011621251432	0.078	0	1
Cd38	0.123581603724372	0.402548541739147	0.078	0	1
Mrpl14	0.123601298454356	0.349051691007185	0.142	0.036	1
Phf3	0.123738353702081	0.0183454713297413	0.263	0.107	1
Idnk	0.123791126819789	-0.722999728090714	0.074	0.143	1
Tmcc3	0.123911213388273	-0.203005165010353	0.009	0.036	1
Rictor	0.12393594306514	0.498429801139892	0.191	0.071	1
Dhx8	0.124102544487974	0.437361036345876	0.078	0	1
Mtch2	0.124102544654738	0.439932963980311	0.078	0	1
Thoc7	0.124112414249125	-0.65768237964363	0.047	0.107	1
Smap1	0.124115491530372	0.508794005662168	0.188	0.071	1
Selenof	0.124603944496556	0.340785948039621	0.142	0.036	1
Junb	0.125016570010127	0.355962557454315	0.876	0.786	1
Nck1	0.12510035907196	-0.249952496527706	0.069	0.143	1
Cdc14a	0.125151126653135	0.415898905862499	0.078	0	1
Ppp3r1	0.125151126737231	0.403053065483055	0.078	0	1
Irf2	0.125393317350777	0.195509392935377	0.244	0.107	1
Nrf1	0.125678788129348	0.459860739230006	0.077	0	1
Gm37305	0.126140815524553	-0.365333410451942	0.026	0.071	1
Arhgap24	0.126208711689753	0.421702253301788	0.077	0	1
Cry1	0.126208711901795	0.447788849569113	0.077	0	1
Lypla2	0.126208712198654	0.420528596157222	0.077	0	1
Msl2	0.126288595655087	0.562375654494269	0.131	0.036	1
Entpd3	0.126305637047294	0.429923018255747	0.14	0.036	1
Zbtb34	0.126306057359859	-0.0820459280151127	0.009	0.036	1
Mcm3ap	0.126352059514922	-0.57474597202921	0.048	0.107	1
Ssr4	0.126394286803401	0.277755244766589	0.142	0.036	1
Dus3l	0.126507243921533	-0.0788928091728784	0.009	0.036	1
Hist1h1c	0.126620355383094	-0.736202689465003	0.253	0.357	1
Usp22	0.126740908039671	0.42646168189626	0.077	0	1
Idh3b	0.127203332800964	-0.214846777166606	0.026	0.071	1
Bmp2k	0.127216469804953	0.417178540688693	0.14	0.036	1
Pcbd2	0.127275387306668	0.468093799071094	0.077	0	1
Nrbf2	0.12727538734944	0.419444680980435	0.077	0	1
Cxcl3	0.127275387563301	0.867646941735529	0.077	0	1
Zfp593	0.127314484740515	-0.0735246956326242	0.009	0.036	1
Lrrfip1	0.127469165386186	0.431866072732422	0.422	0.25	1
Arel1	0.127511211383429	-0.78495584898355	0.027	0.071	1
Tmem71	0.127716047153016	0.478383027279146	0.188	0.071	1
Snhg8	0.127812161003297	0.487223703846888	0.077	0	1
Dyrk1a	0.127812161175118	0.460629636988277	0.077	0	1
Ube2j1	0.127812161218074	0.428241693006902	0.077	0	1
Rgs10	0.128205408294433	-0.282139171460916	0.046	0.107	1
Rab11a	0.12840587022763	0.370909356501602	0.297	0.143	1
Pink1	0.128568593329114	0.352906557886746	0.14	0.036	1
Gtf2i	0.128833785802274	-0.479041603660571	0.009	0.036	1
Egln2	0.128892634999951	0.412435642556226	0.076	0	1
Chmp2b	0.128892635043275	0.420100326718257	0.076	0	1
Pramef8	0.128892635129923	0.448950777134992	0.076	0	1
Lilrb4a	0.129164132799371	0.336763126440499	0.702	0.464	1
Naxd	0.129436357422219	0.443400229234674	0.076	0	1
Plk2	0.129550755120453	0.598564023343222	0.136	0.036	1
Anp32a	0.129734321257248	0.0840808469507637	0.415	0.214	1
Pnn	0.130394908403989	-0.303873561377152	0.047	0.107	1
Cask	0.130530828992576	0.472260955089988	0.076	0	1
Zfp821	0.13064375295255	-0.430251370975901	0.026	0.071	1
Casz1	0.131634745307975	0.410085886584789	0.075	0	1
Ahsa1	0.131634745529288	0.399886466186911	0.075	0	1
Egr3	0.131634745662075	0.554471296395132	0.075	0	1
Mid1ip1	0.1316347457506	0.422952587689189	0.075	0	1
Antxr2	0.1318613710015	0.468603735055241	0.28	0.143	1
Pi4k2b	0.131890394810586	-0.138376044109893	0.009	0.036	1
Acot2	0.131890395501204	-0.148776179974931	0.009	0.036	1
Tma7	0.132067363468112	0.503585622342692	0.273	0.143	1
Nr2c2	0.132190273838256	0.409374368038117	0.075	0	1
Tarm1	0.132329563033199	0.439058036603928	0.187	0.071	1
Klhl2	0.132418384680554	0.198348278276212	0.337	0.179	1
Fam241a	0.132535697407164	-0.384982102140991	0.097	0.179	1
Gm34455	0.132748197526616	0.499345443977866	0.075	0	1
Arpc4	0.132950326256026	0.356209857176618	0.278	0.143	1
Ttll3	0.133308528646266	0.452044609231621	0.075	0	1
Gnl1	0.133871278428424	0.454657318774686	0.074	0	1
Vps13d	0.133871278743629	0.42432565991523	0.074	0	1
Klc1	0.133921292069882	-0.240642180531024	0.026	0.071	1
Atp6ap2	0.134874276969591	-0.0997498415619928	0.287	0.143	1
Atp8b4	0.134929142207275	0.53900192756448	0.129	0.036	1
Ccl4	0.134988044753462	-0.821225388919971	0.128	0.214	1
Fes	0.135222216379046	0.125775329834035	0.359	0.179	1
Sh3bp1	0.135574158880418	0.489871279096677	0.074	0	1
Rdx	0.135574159062875	0.401218843474339	0.074	0	1
Hadha	0.13557415910849	0.389111579523695	0.074	0	1
Qtrt1	0.136022482699766	-0.316084564091672	0.009	0.036	1
Rnf38	0.136022924784536	0.412926430254669	0.136	0.036	1
Auh	0.136146701999234	0.407739602229923	0.074	0	1
Entr1	0.136146702045046	0.42791310525521	0.074	0	1
Anapc16	0.136146702228291	0.441943956564509	0.074	0	1
Ddit4	0.136146702365725	0.458904907454147	0.074	0	1
Asb1	0.136230921678532	-0.313915521299002	0.009	0.036	1
Ywhah	0.136232664871659	0.285250893428625	0.195	0.071	1
Pstpip1	0.136452732618361	0.275610740976113	0.286	0.143	1
Peli2	0.136721723636107	0.359398852148432	0.073	0	1
Glo1	0.136857718136134	-0.224634024061902	0.009	0.036	1
Dut	0.137067143995432	-0.22610310883486	0.009	0.036	1
Kdm4b	0.137067143995432	-0.235741851412751	0.009	0.036	1
Klra2	0.137158604233218	0.475897488470166	0.132	0.036	1
Arsg	0.137301457244142	-0.464294560211858	0.049	0.107	1
Elavl1	0.137459428287029	-0.760118744170709	0.075	0.143	1
Usp49	0.137486737232285	-0.226729863366842	0.009	0.036	1
Zmat5	0.137879250213321	0.40340199993397	0.073	0	1
Pfdn1	0.137879250352545	0.379029252448417	0.073	0	1
Ifi203	0.138117983274336	-0.153161190714338	0.009	0.036	1
Sesn3	0.138117983274336	-0.156796346468685	0.009	0.036	1
Pacsin2	0.138176914718301	0.129439435606774	0.137	0.036	1
Sod2	0.138451076406541	0.455060289349279	0.191	0.071	1
Rpl13	0.138528166773239	-0.635996997296502	0.704	0.464	1
Mfsd8	0.138540052593697	-0.147020397025317	0.009	0.036	1
Atox1	0.138613009444873	0.267017843191671	0.406	0.214	1
Ppp2r1b	0.138751460559627	-0.153897823031365	0.009	0.036	1
Dgkh	0.138836618116843	-0.893988422993332	0.139	0.214	1
2810013P06Rik	0.139037003572747	0.430482414022693	0.134	0.036	1
Pcsk7	0.139046836156671	0.391319510539059	0.073	0	1
Naa60	0.139046836203481	0.376740056607095	0.073	0	1
Smg9	0.139046836577965	0.411901597837618	0.073	0	1
Gna13	0.13929524517425	0.548468473766817	0.225	0.107	1
Rbm12b2	0.139599575171365	-0.118376907450636	0.009	0.036	1
Maff	0.139601512924516	0.593799036972321	0.182	0.071	1
Ntan1	0.139634432739711	0.408748099614972	0.072	0	1
Anks1	0.139634432833738	0.385838904044922	0.072	0	1
Ankrd33b	0.139975121012428	0.369660058269773	0.371	0.214	1
Eif3f	0.139998300177406	0.18691812109224	0.333	0.179	1
1600010M07Rik	0.140163727337167	0.422527500836909	0.286	0.143	1
Sart1	0.140224581427573	0.396834949097487	0.072	0	1
Hlx	0.140407570859155	0.448956764675178	0.133	0.036	1
Gpr84	0.140817294766242	0.51656588319853	0.072	0	1
Snrnp27	0.140817294861086	0.422842815253984	0.072	0	1
Msantd4	0.141307767723409	-0.0758880151666946	0.009	0.036	1
1700096K18Rik	0.141412585572281	0.4126317651072	0.072	0	1
Csf3r	0.141802841536788	-0.298202588826957	0.893	0.821	1
Slc25a32	0.141952465326902	-0.064737730964532	0.009	0.036	1
Prelid1	0.141952655026163	0.152418733258127	0.353	0.179	1
Ublcp1	0.142010466315835	0.411994132262618	0.072	0	1
Qrich1	0.142010466507173	0.43004614412837	0.072	0	1
Tor2a	0.142010466985517	0.395484788761774	0.072	0	1
Notch1	0.142036613248062	-0.746001364372737	0.306	0.357	1
Ago2	0.1421665011972	0.231531389473403	0.289	0.143	1
Rtn4	0.142395327175897	0.202905995621045	0.333	0.179	1
Elp1	0.142473970416742	0.241191812296879	0.185	0.071	1
Haus8	0.142610950553313	0.448109977070496	0.071	0	1
Txk	0.142662971798245	-0.482906878907821	0.009	0.036	1
Atp5b	0.142675949863825	0.191457361747806	0.242	0.107	1
Arap1	0.142778872431588	0.548404667342548	0.176	0.071	1
Foxn3	0.142840413514558	0.141319016135942	0.136	0.036	1
Golga2	0.143214050682196	0.401158813050383	0.071	0	1
Pam	0.143556068496165	-0.323549377820969	0.027	0.071	1
Pdpk1	0.143819779998486	0.436555252944349	0.071	0	1
Map2k1	0.14381978014387	0.372754424233342	0.071	0	1
Med15	0.143819780240792	0.404578880752306	0.071	0	1
Gm26756	0.143950277196232	-0.307627896572943	0.009	0.036	1
Rabgef1	0.144024936281937	0.379424837732872	0.274	0.143	1
Zc3h14	0.14403170986516	-0.391269170238027	0.049	0.107	1
Ubn2	0.144067044750819	-0.598872278282247	0.102	0.179	1
Mbnl3	0.144165691299029	-0.194036552602407	0.009	0.036	1
Hdgfl2	0.144211291227046	-0.354256859393227	0.027	0.071	1
Mrps23	0.144428151060438	0.404946287793354	0.071	0	1
Gigyf1	0.144428151206453	0.430368836524042	0.071	0	1
Rps6ka1	0.1447336056644	-0.700202277107225	0.103	0.179	1
Itprip	0.144809356481757	0.347911965690827	0.189	0.071	1
Gyg	0.144817713197077	0.267618465975577	0.235	0.107	1
Cript	0.14490674314301	-0.554883527691455	0.28	0.357	1
Bloc1s4	0.145039177724495	0.373556594136953	0.071	0	1
Pcmtd1	0.145039178066683	0.448911725292447	0.071	0	1
Ccdc88a	0.145463368825569	-0.214934488582721	0.009	0.036	1
Yeats4	0.145782952263958	0.455488481021272	0.129	0.036	1
Cotl1	0.146144915775582	0.299020962601021	0.805	0.607	1
Tmem189	0.146318580505669	0.295775795632204	0.385	0.214	1
Bri3	0.146358242198488	-0.62270408745229	0.358	0.429	1
Nup160	0.146769971854995	-0.144691029806069	0.009	0.036	1
Med7	0.146853492165519	0.440556603190963	0.131	0.036	1
Tmx1	0.146888321910844	0.415097461974354	0.07	0	1
Ets2	0.146985762116765	0.269501315226575	0.738	0.5	1
Frat1	0.147510102428769	0.387241058789868	0.07	0	1
Bnip3	0.147510102826711	0.444835633850068	0.07	0	1
Nucb1	0.147510102926196	0.385892754002322	0.07	0	1
Cmtm7	0.14755520718933	0.163034794405354	0.28	0.143	1
H3f3a	0.147709012958466	0.254124274151822	0.964	0.893	1
Tmx4	0.147731458554154	-0.840281824440969	0.106	0.179	1
Morc3	0.147744923615838	0.497150836985654	0.127	0.036	1
Hivep1	0.148134606044199	0.382059126698715	0.07	0	1
Vamp5	0.148139289706551	0.382411770743152	0.185	0.071	1
Pitpnm1	0.14814306606553	-0.395883911671708	0.074	0.143	1
Fem1c	0.148334868266835	0.47124090840191	0.274	0.143	1
Eif2b5	0.148526049011029	-0.0779540068361781	0.009	0.036	1
5830408C22Rik	0.148746682155506	-0.105439075007945	0.009	0.036	1
Chtop	0.148761845869114	0.419741137529424	0.069	0	1
Ten1	0.148761845919293	0.380139493904002	0.069	0	1
Tmem184b	0.148761845919293	0.401152881770181	0.069	0	1
Il6ra	0.148766653135778	0.364754993328707	0.324	0.179	1
Bpgm	0.148967565459429	-0.0632082209712582	0.009	0.036	1
Rbm42	0.149355819577197	0.291555292150419	0.182	0.071	1
Tmed9	0.149388504324197	0.43663022022237	0.13	0.036	1
Sec16a	0.149391835348104	0.370636095006583	0.069	0	1
Gm34084	0.149618478767931	0.37151559235539	0.131	0.036	1
Spint2	0.149619682082073	-0.239178711849929	0.027	0.071	1
Pdia6	0.149625351271634	-0.613133549762076	0.049	0.107	1
Trim25	0.14989285216613	0.295750704646425	0.188	0.071	1
Prep	0.150014681314467	-0.422669447258728	0.009	0.036	1
Bnip1	0.150014681314467	-0.347274779909035	0.009	0.036	1
Taf13	0.150024589074507	0.408106751517863	0.069	0	1
Tox4	0.15015220414009	0.590836793473525	0.256	0.143	1
Kctd10	0.150179288026583	0.274391176118893	0.133	0.036	1
Tmem251	0.150424129894783	0.29566061642875	0.232	0.107	1
Huwe1	0.150660120170765	0.403568354329155	0.069	0	1
Eif4enif1	0.150660120221605	0.371932240275629	0.069	0	1
2310009A05Rik	0.150670969436877	-0.183873126541597	0.027	0.071	1
Fbxl5	0.150868901173993	0.355487083405861	0.607	0.429	1
Fam214b	0.151298443420848	0.386160625001712	0.069	0	1
Nudt16l1	0.151559929208841	-0.224129558310257	0.009	0.036	1
Pdia3	0.151606328927346	0.482133062218408	0.126	0.036	1
Gpr107	0.15193957233099	0.395178428829091	0.068	0	1
Ccnt2	0.151939572638715	0.39123318348903	0.068	0	1
Spin1	0.151939572792578	0.390355596097723	0.068	0	1
Dgcr6	0.15200364780795	-0.220567048373665	0.009	0.036	1
Rps7	0.152059997990581	-0.631866504202879	0.649	0.429	1
Washc1	0.152498786690002	-0.327201853158644	0.028	0.071	1
Klhl12	0.152514318303846	-0.219132465981824	0.027	0.071	1
Ptpn11	0.152583522345647	0.382963662178966	0.068	0	1
Cdk10	0.153117270944968	-0.152219352797642	0.009	0.036	1
Rab27a	0.153208453451972	-0.716376677971414	0.168	0.25	1
Arhgap4	0.153230306232478	0.344082076395211	0.068	0	1
Noc2l	0.153788417287225	-0.136355296398779	0.009	0.036	1
Skp1a	0.153879939790398	0.374479935629081	0.068	0	1
Mrpl9	0.154089588371848	-0.217996606223637	0.028	0.071	1
Hnrnpc	0.154289396017801	0.348173075762594	0.417	0.25	1
Rps27l	0.154334110431323	0.59688395135444	0.123	0.036	1
Phip	0.154504343472048	0.481426609903736	0.18	0.071	1
Mrpl20	0.154623605357037	0.25394419359643	0.188	0.071	1
Fam76a	0.154643017463648	0.541452568875873	0.122	0.036	1
Mcoln1	0.154686754443491	-0.117041573322534	0.009	0.036	1
Gng12	0.154877601597325	0.138355305848844	0.301	0.143	1
Adam15	0.154926459130323	-1.00559648701068	0.052	0.107	1
Gch1	0.154999184323882	0.338389376848689	0.13	0.036	1
Pilrb1	0.15500813114967	0.24973115245955	0.181	0.071	1
Ube2e1	0.155187811809535	0.40720463591593	0.067	0	1
Vps35	0.155576231972636	0.472270337253715	0.124	0.036	1
Tm7sf3	0.155589072715871	-0.0996257317644726	0.009	0.036	1
Itga5	0.155846081202041	0.423776621349524	0.067	0	1
Tsn	0.155846081412665	0.400030194043937	0.067	0	1
Mpg	0.156268428316894	-0.0765480674986791	0.009	0.036	1
Zfp35	0.156268428316894	-0.104590520193082	0.009	0.036	1
Mxd1	0.156396525989093	0.236756035592086	0.885	0.679	1
Cops8	0.156507257260003	0.375209381721822	0.067	0	1
Dop1b	0.156622917929004	-0.822081090139603	0.108	0.179	1
Zfand6	0.15664504141679	0.466764583654916	0.177	0.071	1
Tbc1d2	0.156659617711643	0.154042624024249	0.131	0.036	1
Cdc37l1	0.1568146059965	0.552935333452755	0.121	0.036	1
Pnpla6	0.156995568171548	-0.534506222837983	0.01	0.036	1
Errfi1	0.157171357368758	0.419259701845796	0.067	0	1
Kif23	0.157272271735467	0.53116934607776	0.123	0.036	1
Eef1b2	0.157414884223909	-0.184571330633249	0.451	0.25	1
Glipr2	0.15755322232767	-0.0570493129455198	0.566	0.357	1
Csnk1a1	0.157685739764394	0.169529512561951	0.291	0.143	1
Lncpint	0.157837075221533	-0.253972679974524	0.049	0.107	1
Ccdc180	0.157838394364295	0.372525345650252	0.067	0	1
Bax	0.157838394417651	0.44964823138737	0.067	0	1
Cacul1	0.157838394737789	0.373808188767167	0.067	0	1
Tirap	0.158455505750613	0.446880787132389	0.123	0.036	1
Kdm6b	0.158490166226828	-0.650060180434639	0.515	0.536	1
Phf23	0.158508384952216	0.369834286009095	0.066	0	1
Slc35c2	0.158508385380953	0.360806693813004	0.066	0	1
Spryd3	0.158508385488137	0.386917923820606	0.066	0	1
Pram1	0.158833640319141	0.0574318318656144	0.18	0.071	1
Wdr7	0.158919607778245	-0.188674502776261	0.01	0.036	1
Hmgcl	0.159022924532706	-0.875766410593504	0.219	0.286	1
Gm34680	0.159033339872508	-0.157387203891632	0.01	0.036	1
Oasl2	0.159125678912689	0.120819155789578	0.286	0.143	1
Tmem161b	0.159488884577876	-0.158207951498126	0.01	0.036	1
Gpd2	0.159644208328623	0.322556893759123	0.129	0.036	1
3110056K07Rik	0.159804301135244	-0.572988181402493	0.052	0.107	1
Mcrs1	0.159857287308129	0.362368105941495	0.066	0	1
Acadl	0.159857287578466	0.365479119241953	0.066	0	1
Zbtb21	0.159857287578466	0.400210515220814	0.066	0	1
Svil	0.160129238473396	0.0861245386117562	0.372	0.214	1
Smpdl3a	0.160213028267731	0.534101436494387	0.256	0.143	1
Gpr141	0.160338940881627	0.260015875630877	0.287	0.143	1
Tmsb4x	0.160359084810279	-0.121738471253767	1	0.964	1
Ppp2r5e	0.16053622934492	0.375880564790947	0.066	0	1
Diablo	0.160536229562147	0.381720362861706	0.066	0	1
Imp4	0.160536229616454	0.400095779548109	0.066	0	1
Plekhm1	0.160536229616454	0.351753887549786	0.066	0	1
Ufd1	0.160536229616454	0.385035984158963	0.066	0	1
5830428M24Rik	0.160536229670761	0.413765546849087	0.066	0	1
Gadd45a	0.160609345573758	-0.559665495462951	0.416	0.464	1
Gnl2	0.160819750989003	-0.35384524586261	0.028	0.071	1
Tmco3	0.161218186874023	0.355329650991391	0.066	0	1
Psmc6	0.161218186928571	0.362034225251434	0.066	0	1
Utp14a	0.161218186928571	0.337938498880285	0.066	0	1
Dnajb1	0.161386188756753	0.428710005544723	0.18	0.071	1
Rtraf	0.161903174619139	0.352299099681429	0.065	0	1
Gdi1	0.161929363801885	0.377779294254106	0.127	0.036	1
Plekhg2	0.1620120377865	-0.141706527689633	0.01	0.036	1
Denr	0.162014781766598	0.515308328359076	0.123	0.036	1
Ints6l	0.162038521467652	0.48238808242076	0.122	0.036	1
Eif4g3	0.162204591482865	0.443065409546793	0.124	0.036	1
Dclre1c	0.16220562417621	-0.444444777028303	0.074	0.143	1
H2afj	0.162233183640636	0.30475968244879	0.565	0.357	1
Clec12a	0.162586276613495	0.191923313672799	0.285	0.143	1
Bcas2	0.162591208387473	0.385329054925364	0.065	0	1
Ggt1	0.162591208937801	0.324364152809638	0.065	0	1
Lrp6	0.162936980393245	-0.0774538330966825	0.01	0.036	1
Rps26	0.163044151048592	-0.419424577150764	0.398	0.214	1
Polr2g	0.163282305092611	0.362647672173346	0.065	0	1
C87436	0.163282305258443	0.378792844717044	0.065	0	1
Fcer1g	0.163540625800048	0.189105660047729	0.975	0.857	1
Smim20	0.163976480112651	0.360020693414953	0.065	0	1
Creb5	0.163976480112651	0.483294487459177	0.065	0	1
Ahr	0.163976480279221	0.428283323567085	0.065	0	1
Cfp	0.16401886135027	-0.0915316146477014	0.287	0.143	1
Gm10076	0.164244056938796	-0.684828192820698	0.212	0.286	1
Tbc1d5	0.164632436769534	-0.464322268965939	0.029	0.071	1
Arl8a	0.164653555412438	0.464522955504258	0.122	0.036	1
Ggh	0.164673749596848	0.34784535531873	0.065	0	1
Cyld	0.164715217153462	0.439561297420603	0.175	0.071	1
Pcgf1	0.164720801604074	-0.319235962283175	0.01	0.036	1
Rnf19b	0.164768388157145	0.137939544567463	0.23	0.107	1
Noxred1	0.164952240468734	-0.235332560082205	0.01	0.036	1
Mdm4	0.16537412969725	0.353803101872711	0.064	0	1
Chka	0.166079118545543	0.702115885932683	0.219	0.107	1
Herc1	0.166531527085181	0.308919801410975	0.176	0.071	1
Ampd3	0.16656136869797	0.368470552444681	0.175	0.071	1
Npepps	0.166577550453317	0.353025927176309	0.176	0.071	1
Cenpx	0.166784287717243	0.406844855507607	0.064	0	1
Stap1	0.16678428799984	0.345601746573448	0.064	0	1
Zdhhc7	0.166784288112879	0.357381789157709	0.064	0	1
Map4k2	0.166957427655412	0.568721516658558	0.165	0.071	1
Gnai3	0.167240556003471	0.386913110607668	0.274	0.143	1
Ppp6r1	0.167473996299933	0.0266492760439015	0.128	0.036	1
Tmco1	0.167494099033527	0.377813197998967	0.064	0	1
Gm47863	0.167494099033527	0.393697539700078	0.064	0	1
Mea1	0.16749409914707	0.344428002507338	0.064	0	1
Trappc5	0.167544495473095	0.512248665181703	0.118	0.036	1
Prdx6	0.167829348589812	0.367386155082066	0.598	0.429	1
Anapc5	0.168207087421715	0.355931714264625	0.064	0	1
Il1a	0.168207087535766	0.642597510319374	0.064	0	1
Slc25a16	0.168377706211027	-0.303148776474686	0.029	0.071	1
Ckap4	0.168416506226964	0.0865171878140096	0.24	0.107	1
Glmp	0.168923269452921	0.347969824035615	0.063	0	1
Mta3	0.168923269682042	0.351445164118764	0.063	0	1
1700123O20Rik	0.168923269739323	0.333885955566372	0.063	0	1
Dock11	0.169268851230953	0.324964866931599	0.125	0.036	1
Hp1bp3	0.169512521324354	-1.01978552570315	0.11	0.179	1
Tmbim6	0.169567272633365	0.313682584118328	0.664	0.429	1
Arhgef2	0.169583085424323	0.207739831044345	0.126	0.036	1
Kbtbd7	0.169642662563162	0.367517773819634	0.063	0	1
Krt83	0.169642662620699	0.356820480446163	0.063	0	1
Fbxo46	0.169869178565941	-0.133926296856837	0.01	0.036	1
Nfat5	0.169950905727237	0.313948391770558	0.233	0.107	1
