Genes	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Rnf115	0.153615947250646	-0.115212093312287	0.054	0.087	1
Cyb5a	0.153876530083211	0.203757511074483	0.129	0.097	1
Tnik	0.153895096780048	-0.16751781812634	0.099	0.141	1
Cdk5rap1	0.153914927351602	-0.074731890267055	0.005	0.019	1
Copg2	0.153914927351602	-0.0904830752779879	0.005	0.019	1
Zfp276	0.153914927351602	-0.122664848542387	0.005	0.019	1
Gm33782	0.154259712171437	-0.0753336973195747	0.005	0.019	1
Notch1	0.154348636938772	0.187435290310658	0.099	0.07	1
Wls	0.154475484609182	-0.180810718166145	0.02	0.041	1
C2cd3	0.154518396973561	-0.14657699080671	0.025	0.048	1
Samm50	0.154557237183482	-0.172076190376453	0.054	0.085	1
A430035B10Rik	0.154584713766538	0.146925727909944	0.02	0.008	1
Asb7	0.154584713766538	0.159750900474603	0.02	0.008	1
Sh3bgrl2	0.154584713766538	0.208294245506664	0.02	0.008	1
Maged2	0.154584713766538	0.124302460594148	0.02	0.008	1
Camkmt	0.15460508357029	-0.0701543732773756	0.005	0.019	1
Uqcrq	0.154763357143944	-0.170625048552023	0.188	0.241	1
Ghitm	0.154921113891398	-0.164923724925437	0.099	0.14	1
Trap1	0.154951042053575	-0.0763653385347235	0.005	0.019	1
Ywhag	0.15505735496838	-0.142118338126971	0.025	0.048	1
Dedd2	0.155072820236937	0.268390716857165	0.089	0.063	1
Cdadc1	0.155179265271942	0.380717170166863	0.079	0.055	1
Irf1	0.155341595129483	-0.253803676541328	0.208	0.265	1
Gabpb2	0.155409671041623	-0.110917367866043	0.069	0.103	1
Yju2	0.155755200767787	0.0260109814012359	0.059	0.095	1
Insl6	0.155874046444017	0.118765955703667	0.02	0.008	1
Ckap5	0.155900882290225	0.245543933215598	0.05	0.03	1
Fxr2	0.155981197276334	-0.195880241476824	0.035	0.06	1
Opa3	0.156038141787119	-0.189491739061188	0.015	0.034	1
Kdm3a	0.156286355092502	0.223286813911346	0.094	0.066	1
Casp1	0.156574895110801	0.157125321318089	0.059	0.037	1
Rai1	0.156881504400896	0.241280698152879	0.05	0.03	1
Akap13	0.157104069134944	-0.162856730367187	0.48	0.551	1
Ears2	0.157171522895924	0.0954954017084766	0.02	0.008	1
Tha1	0.157171522895924	0.115223579024499	0.02	0.008	1
Mfsd2b	0.157171522895924	0.115821698198648	0.02	0.008	1
Pbdc1	0.157172136185487	-0.214190971077084	0.04	0.066	1
Smad4	0.157191613819871	-0.207457024930355	0.089	0.126	1
Smchd1	0.157304520346367	0.287519838959638	0.228	0.19	1
Tsen15	0.157605829226735	0.116995442882972	0.02	0.008	1
Ahr	0.157605829226735	0.0663360904607757	0.02	0.008	1
Eif1ax	0.157666993394502	-0.216996409021641	0.064	0.096	1
Tsc2	0.157891643911861	-0.192604194688217	0.01	0.026	1
Rpl18a	0.157899967603568	0.0893796858745928	0.965	0.954	1
Mfsd1	0.157993954569381	-0.163228543207924	0.015	0.034	1
Ubxn2b	0.158041044231251	0.112215405225519	0.02	0.008	1
Plekhn1	0.158041044231251	0.0983016116841438	0.02	0.008	1
Siae	0.158041044231251	0.0847693924649218	0.02	0.008	1
Clock	0.158237303417203	-0.156611995165198	0.03	0.054	1
Gm36738	0.158485707493189	-0.229482099545583	0.01	0.026	1
AB124611	0.158668236761278	-0.20936414213279	0.089	0.125	1
Sys1	0.158761965215026	0.286425632995566	0.282	0.25	1
Sin3a	0.158910486958363	-0.222715801576661	0.059	0.09	1
Znhit3	0.159078610414046	-0.115561581078337	0.02	0.041	1
Rpl37	0.159221339789592	-0.0761807655882434	0.847	0.853	1
Setd3	0.159310288878084	-0.258797586280542	0.03	0.053	1
Rab3gap2	0.159556532201727	-0.110542608305218	0.02	0.041	1
Clpx	0.159571894891052	-0.170622335017039	0.015	0.034	1
Tmem234	0.159574748891461	-0.12541375096205	0.332	0.392	1
Dhrs1	0.15967890904071	-0.163895952781585	0.01	0.026	1
Dld	0.159687973632282	-0.105548182150195	0.03	0.054	1
Zfp553	0.159791009899994	0.0730302704742343	0.02	0.008	1
Cherp	0.159836055026391	-0.139723142358059	0.015	0.034	1
Washc1	0.159851477239422	0.297263813996658	0.05	0.03	1
Uqcrc1	0.159930554506477	-0.199894556265718	0.069	0.103	1
Engase	0.160230782440611	0.0615133274574427	0.02	0.008	1
Ski	0.160273983058391	-0.140750955752903	0.218	0.277	1
Fam160b1	0.160303712345798	0.245958227539891	0.079	0.054	1
Washc2	0.160522559200709	-0.125923743772751	0.059	0.091	1
Atp2a2	0.160586326940848	-0.153413262628528	0.035	0.06	1
Exoc1	0.160756087276375	-0.137480745869835	0.02	0.041	1
Znrf1	0.161049905933583	0.228135757967526	0.069	0.046	1
Abcb9	0.161161752568813	0.339571034397141	0.045	0.026	1
Ehmt2	0.161477156361186	-0.216142728759435	0.05	0.078	1
Dcp1a	0.161479083945984	-0.131810109725611	0.02	0.041	1
Psmd12	0.161756443880537	0.439237359281615	0.124	0.096	1
Pycr2	0.16178332487524	-0.159334587395052	0.01	0.026	1
Snca	0.161783341641841	-0.210171811366082	0.01	0.026	1
Sag	0.161999235248753	-0.114113655679323	0	0.01	1
Taf1a	0.161999235248753	-0.0716183902198196	0	0.01	1
Usp20	0.161999235248753	-0.103193329800456	0	0.01	1
Mtln	0.161999235248753	-0.0795156226443	0	0.01	1
Plcg1	0.161999235248753	-0.0890700537815717	0	0.01	1
4930579G24Rik	0.161999235248753	-0.125548578270352	0	0.01	1
Szt2	0.161999235248753	-0.0980898985015479	0	0.01	1
Zmym6	0.161999235248753	-0.0992472955394658	0	0.01	1
Prxl2b	0.161999235248753	-0.0923460465483506	0	0.01	1
Areg	0.161999235248753	-0.0804395140103455	0	0.01	1
Krba1	0.161999235248753	-0.097399930200232	0	0.01	1
Lrrc61	0.161999235248753	-0.0838285719165217	0	0.01	1
Zfp112	0.161999235248753	-0.0850039410080633	0	0.01	1
Fam174b	0.161999235248753	-0.0761596929621396	0	0.01	1
Bckdk	0.161999235248753	-0.0874454013336248	0	0.01	1
Nadsyn1	0.161999235248753	-0.0795298546573958	0	0.01	1
D830025C05Rik	0.161999235248753	-0.0673427764125709	0	0.01	1
Proscos	0.161999235248753	-0.0627272980854035	0	0.01	1
Elmod2	0.161999235248753	-0.084170178480104	0	0.01	1
Setd6	0.161999235248753	-0.0558507470606178	0	0.01	1
Gm26759	0.161999235248753	-0.0583778314383031	0	0.01	1
Stoml1	0.161999235248753	-0.0906772419405916	0	0.01	1
Trpc1	0.161999235248753	-0.122840158470568	0	0.01	1
Gk5	0.161999235248753	-0.0894237962689937	0	0.01	1
Cep85l	0.161999235248753	-0.0608867399754612	0	0.01	1
Msl3l2	0.161999235248753	-0.0893728312255755	0	0.01	1
Gstt2	0.161999235248753	-0.0870919840666553	0	0.01	1
Polrmt	0.161999235248753	-0.0718786812013418	0	0.01	1
Utp20	0.161999235248753	-0.116989190416519	0	0.01	1
Mgat4b	0.161999235248753	-0.114756659380838	0	0.01	1
Cntrob	0.161999235248753	-0.105276672254141	0	0.01	1
Ctns	0.161999235248753	-0.09327115061272	0	0.01	1
Thra	0.161999235248753	-0.0757387252618738	0	0.01	1
Myl4	0.161999235248753	-0.0836830573803036	0	0.01	1
Brms1l	0.161999235248753	-0.103778427664927	0	0.01	1
Fbxw17	0.161999235248753	-0.0766239134712628	0	0.01	1
Tgds	0.161999235248753	-0.0900330542910172	0	0.01	1
Wdr5b	0.161999235248753	-0.0730255909146462	0	0.01	1
Snx9	0.161999235248753	-0.0920153042443556	0	0.01	1
Tagap1	0.161999235248753	-0.0811893387049794	0	0.01	1
Cd320	0.161999235248753	-0.0517391551954255	0	0.01	1
Haao	0.161999235248753	-0.0778392027838124	0	0.01	1
Apoo	0.161999235248753	-0.0536234337738927	0	0.01	1
Platr15	0.161999235248753	-0.0998445155745045	0	0.01	1
Smarcd3	0.161999235248753	-0.102632261010379	0	0.01	1
Htra4	0.161999235248753	-0.0904948432704782	0	0.01	1
Tmprss6	0.161999235248753	-0.0928656247638118	0	0.01	1
Gm41790	0.161999235248753	-0.0583932038219638	0	0.01	1
Dennd1a	0.162204533319759	-0.101161545033526	0.02	0.041	1
Eif3i	0.162205152534875	-0.0521633208016388	0.173	0.229	1
Sec22b	0.162327105441021	-0.152054158775859	0.084	0.12	1
Naca	0.162618066123257	0.180768519503927	0.614	0.602	1
Rnasel	0.163115644542732	0.165009921636581	0.054	0.034	1
Tnfaip8l2	0.163146828444266	0.204640399033444	0.129	0.099	1
Lcp2	0.163185265386044	-0.253106473577901	0.084	0.119	1
Xpnpep1	0.163603748189097	-0.101303013970839	0.01	0.026	1
Ranbp3	0.163701315111738	-0.129403956205602	0.05	0.079	1
Blvrb	0.163908644453869	-0.117543746186293	0.01	0.026	1
Slc38a9	0.163908644453869	-0.109586454814698	0.01	0.026	1
Stat1	0.163950812592881	-0.232598230734411	0.045	0.072	1
Ptrhd1	0.163970920418688	-0.176570985361135	0.03	0.053	1
Tbc1d1	0.164042820943595	-0.175881083647437	0.045	0.072	1
Pkig	0.164107497975355	0.222419236527355	0.045	0.026	1
Psmb7	0.16490424220709	0.356254563793779	0.163	0.134	1
Dohh	0.164917880634342	-0.120310389606425	0.015	0.034	1
Rfwd3	0.165132512106416	-0.091707125284591	0.01	0.026	1
Paxip1	0.165459807154907	0.269800549891973	0.045	0.026	1
Taf1b	0.165731272435786	-0.0724710129128387	0.015	0.034	1
Samd9l	0.165857451730105	0.280061854764105	0.144	0.112	1
Lyst	0.16601426637073	0.338713444760344	0.099	0.072	1
Trmt2a	0.166054917670877	-0.0843023508388182	0.01	0.026	1
Irf7	0.166206574468915	-0.109711444833447	0.035	0.06	1
Klf9	0.166443246551256	0.280643024344079	0.153	0.122	1
Ulk1	0.166531247717447	-0.153679979627092	0.05	0.079	1
Ormdl1	0.166672004191421	-0.0797707594337839	0.01	0.026	1
Ccr5	0.166709326541683	0.0213266686814195	0.05	0.079	1
Bex3	0.166911565604396	-0.22063178990629	0.114	0.154	1
Bank1	0.166981193155991	-0.0640953326099337	0.01	0.026	1
Ptbp3	0.166991415701272	-0.274557617377818	0.297	0.35	1
Arhgap30	0.167006329660089	-0.286526316421023	0.238	0.29	1
N4bp2l2	0.167060806226958	0.240460465433615	0.381	0.353	1
Pcyt1a	0.167264736960561	-0.0477003336675329	0.064	0.099	1
Stk25	0.167427988351334	0.290183558232768	0.059	0.039	1
Stmn1	0.167574777795234	-0.151899397850668	0.064	0.097	1
Lamtor5	0.167704609236735	0.169062972057482	0.134	0.101	1
Wbp4	0.167839293431059	0.267086133242776	0.124	0.094	1
Rad18	0.167915069279074	0.0149431805596801	0.015	0.034	1
Abhd17b	0.168233438123885	-0.0777179154283431	0.054	0.085	1
Lmna	0.168336762393399	-0.202259109430214	0.134	0.179	1
Mindy3	0.168435672584697	-0.241525943425608	0.045	0.071	1
Zc3hav1	0.168511883876213	-0.0931856809475873	0.203	0.261	1
Timm23	0.16853211300257	-0.110256682710612	0.129	0.174	1
Rybp	0.168631970498092	-0.146429991837323	0.064	0.097	1
Adh5	0.168632885708795	-0.144880896815729	0.04	0.066	1
Rif1	0.168692109788079	0.321595569154946	0.104	0.078	1
Znrd1	0.168795746093087	0.14550271437186	0.149	0.114	1
Specc1l	0.168814105281326	-0.266750577988357	0.045	0.071	1
Pcmtd1	0.168855461574486	0.175753669117008	0.109	0.079	1
Zbtb38	0.168883219782207	0.379680808351509	0.114	0.087	1
Cenpa	0.16897578723361	-0.166423624042235	0.045	0.072	1
Apmap	0.169055407531338	0.230006515035252	0.04	0.023	1
Upf3b	0.169092334637224	0.279249873686909	0.119	0.09	1
Eml4	0.169608760034099	-0.0577331662162889	0.109	0.153	1
Ramp1	0.169737176980335	0.166406245213706	0.025	0.012	1
Srsf7	0.169875116868744	0.286786130325098	0.381	0.367	1
Wasl	0.170042992991438	-0.158614982418969	0.05	0.078	1
Rnf11	0.170638930245766	-0.0838761602382764	0.084	0.122	1
Fez2	0.170675113669995	0.209250468778419	0.045	0.026	1
Crnkl1	0.170865934581167	-0.174056868377739	0.045	0.072	1
Fam210a	0.170893831684877	0.290245302363468	0.035	0.019	1
Maco1	0.171055816219812	-0.168745440730825	0.045	0.072	1
1700025G04Rik	0.171089423303512	-0.0491127313051021	0.173	0.232	1
Nol10	0.171128857679113	0.205344507628922	0.04	0.023	1
Pogz	0.171175359790766	-0.220909217005107	0.025	0.046	1
Gpatch8	0.171177910398586	0.303146835771367	0.178	0.147	1
Gtf2h5	0.171215785993877	0.232109565194286	0.183	0.15	1
Rnasek	0.171305614205414	0.240968419160258	0.287	0.252	1
Ndufaf6	0.171320580238083	0.123475484475898	0.025	0.012	1
Gtf2e2	0.171320580238083	0.155786055305984	0.025	0.012	1
Pcnx3	0.171374726333259	-0.138357525524236	0.03	0.053	1
Tmem131l	0.171456774796521	0.249397314840227	0.099	0.072	1
Dock2	0.171516402065411	-0.184340348596381	0.366	0.432	1
St6galnac6	0.171718153573466	0.168850331920144	0.025	0.012	1
Gm43696	0.171718153573466	0.179550268906271	0.025	0.012	1
Atxn7l3	0.171718153573466	0.132964128570432	0.025	0.012	1
Dnajc27	0.171718153573466	0.162535635271615	0.025	0.012	1
Herc2	0.171828183534057	0.180077862883707	0.099	0.071	1
Slc23a2	0.172116417032606	0.155985975061892	0.025	0.012	1
Panx1	0.172198431947458	-0.151385907360763	0.045	0.072	1
Txlna	0.172454895299055	-0.13469811148023	0.025	0.047	1
Mycbp2	0.172571066027316	-0.0927445944648628	0.208	0.266	1
Zfp219	0.172715080196721	0.147193143293218	0.025	0.012	1
Wdr61	0.173221323213761	0.231413032935554	0.04	0.023	1
Casp8ap2	0.173296867696828	0.231696257179498	0.139	0.107	1
Ninj1	0.173369918014652	-0.069221017212586	0.178	0.233	1
Mvp	0.17337582825721	-0.145944618078394	0.03	0.053	1
Stt3a	0.173494300030781	0.161611747009885	0.114	0.084	1
Gfi1	0.173716383197613	0.11613784649755	0.025	0.012	1
F2rl2	0.173716383197613	0.112766304754804	0.025	0.012	1
Plpp2	0.173762422434378	-0.185431743627894	0.005	0.018	1
Gramd1b	0.174147359476922	-0.296052545883785	0.04	0.064	1
Sdha	0.174279639851857	-0.17090055539866	0.084	0.12	1
Add3	0.174344534308642	-0.156136725271016	0.124	0.166	1
Dock11	0.174536328223374	-0.169215527243971	0.094	0.132	1
Carf	0.174541516800264	-0.157290963953938	0.005	0.018	1
Gvin1	0.174541516800264	-0.173922482615725	0.005	0.018	1
Pelp1	0.174665141631399	0.190014687567558	0.03	0.016	1
Ldha	0.174928702686573	0.264309004828229	0.267	0.235	1
Rpl35a	0.175112703339211	0.139363850065783	0.921	0.917	1
3110056K07Rik	0.175253719106849	0.33572883132276	0.099	0.073	1
Ttc38	0.175323190574402	-0.103966808551329	0.005	0.018	1
Psmd11	0.175431238112005	0.280009213465336	0.168	0.138	1
Vps29	0.175494893497376	-0.174681678180154	0.084	0.12	1
Kctd18	0.175573568996282	-0.115273673521741	0.02	0.04	1
Msra	0.175867764140953	-0.178470788948034	0.015	0.032	1
Pip5k1c	0.175982601482562	0.299649120583291	0.094	0.069	1
Lancl1	0.176104680026181	0.197803654920523	0.03	0.016	1
Gm15503	0.176104680026181	0.169844862733603	0.03	0.016	1
Atic	0.176107524756119	-0.127850183229631	0.005	0.018	1
Gimap3	0.176201126381865	0.250246081782966	0.272	0.239	1
Galnt10	0.176465942948482	0.145342148740434	0.03	0.016	1
Ccdc71	0.176500658639755	-0.117176914808831	0.005	0.018	1
Ctse	0.176543021212634	0.129653774332316	0.025	0.012	1
Gpatch2l	0.176617393877532	-0.157025370500576	0.02	0.04	1
Ccdc163	0.176894446267402	-0.0972345872363871	0.005	0.018	1
Parp3	0.176894446267402	-0.129052028933714	0.005	0.018	1
Bahcc1	0.176894446267402	-0.0949889200421172	0.005	0.018	1
Slc8b1	0.176949609120565	0.11050069423924	0.025	0.012	1
Haus6	0.177008850873082	0.151748717717837	0.03	0.016	1
Araf	0.177036390071221	-0.18089041320587	0.04	0.065	1
Pdk1	0.177288888130109	-0.0770132054643408	0.005	0.018	1
Hps3	0.177318642126863	0.268273193543602	0.069	0.047	1
Adprm	0.177413638238806	0.174945772300373	0.035	0.019	1
Chd1l	0.177665836682102	-0.118871178325055	0.02	0.04	1
4933421O10Rik	0.177683984717758	-0.113787598310097	0.005	0.018	1
Scamp2	0.177723059702122	-0.184126791039958	0.064	0.095	1
0610012G03Rik	0.177886046926332	0.328871510270773	0.124	0.096	1
Lta4h	0.177888038894459	-0.0790217681015487	0.074	0.107	1
Mocs3	0.177916519394278	0.171250217224083	0.03	0.016	1
Gin1	0.178079736519068	-0.101231108220869	0.005	0.018	1
Pkd1	0.178079736519068	-0.125025593480468	0.005	0.018	1
Zfp954	0.178187364312025	-0.177504384184061	0.015	0.032	1
Dtx3	0.178187378270383	-0.154949578377335	0.015	0.032	1
Haus2	0.178191792680175	-0.126622342783715	0.02	0.04	1
Rcl1	0.178191792680175	-0.124688402100239	0.02	0.04	1
Gnl2	0.178209935853086	0.177044423583896	0.074	0.051	1
Calm3	0.178211224806165	-0.109381450406395	0.144	0.194	1
Lrrfip2	0.178305954174188	-0.138889816820251	0.089	0.128	1
Gm9887	0.178476144021584	-0.0941200611755118	0.005	0.018	1
Ginm1	0.178868491501504	-0.0504346587754597	0.054	0.085	1
Timm22	0.178911661624872	-0.130852440412013	0.03	0.053	1
Dab2ip	0.179133984835982	-0.153735750100251	0.05	0.078	1
Dmac1	0.179154518880447	-0.180159950533923	0.025	0.046	1
Ppp2r5d	0.179270928074535	-0.101859076260561	0.005	0.018	1
Rb1	0.179355689182263	-0.160957059835466	0.015	0.032	1
Pglyrp1	0.179381493282474	0.306599098302847	0.149	0.119	1
Sik3	0.179507905122496	-0.170896807318107	0.04	0.065	1
Brox	0.179534820133542	0.205715650445968	0.059	0.039	1
Hnrnpul2	0.179552839449898	0.274259473775665	0.233	0.199	1
Ighmbp2	0.179738797572963	0.164486042646119	0.035	0.019	1
Vps9d1	0.179742199091328	0.215005004111687	0.03	0.016	1
Dnajb9	0.179921588172393	-0.18092881976682	0.094	0.13	1
Sptlc1	0.179941976012088	-0.156107690435869	0.015	0.032	1
Stat5b	0.180083481172703	-0.0748874130255409	0.035	0.059	1
Ccdc25	0.180366300151979	-0.19206056499263	0.045	0.071	1
Acap1	0.180687022550182	0.0729553909379901	0.114	0.164	1
Ahcyl1	0.180765905949031	0.133471537006621	0.064	0.042	1
Rnaset2a	0.180909817927735	-0.137194480308186	0.01	0.025	1
Nde1	0.181118820088774	-0.157294363297405	0.015	0.032	1
Itfg2	0.181413440289194	0.153945509068794	0.035	0.019	1
Acsl3	0.181413921890989	-0.155765331360788	0.015	0.032	1
Msantd4	0.181581766145372	0.0997161874365803	0.03	0.016	1
D330050I16Rik	0.181581766145372	0.112109589583582	0.03	0.016	1
Plekhg3	0.181709366337792	-0.132563527273624	0.015	0.032	1
Cnot7	0.181886509137474	-0.121499744320789	0.069	0.102	1
Lmbr1l	0.181943091005367	-0.0785066030439944	0.045	0.072	1
Zfp866	0.182136329299219	0.12674708569405	0.03	0.016	1
Gsk3b	0.182359593458361	-0.127583292750778	0.178	0.229	1
Mrpl17	0.182371039550271	-0.0603955770856702	0.05	0.078	1
Btbd11	0.182441221167452	-0.0849285161752292	0.02	0.04	1
Napsa	0.182562528582039	0.321417398683028	0.084	0.06	1
Osbpl7	0.182592561581082	-0.134320205905136	0.01	0.025	1
Acsl1	0.182597897926073	-0.146955995939445	0.015	0.032	1
Txndc9	0.182756181887391	0.354034316656966	0.104	0.079	1
Kit	0.182930494737717	-0.137854158136635	0.01	0.025	1
Tnrc18	0.182961966159059	-0.186505511000299	0.059	0.089	1
Mthfd2l	0.18306344994918	0.114138971684474	0.03	0.016	1
Nup160	0.18319201579709	-0.154841604006613	0.015	0.032	1
D3Ertd751e	0.183435267052615	0.116438270920177	0.03	0.016	1
Krr1	0.183600849394317	0.0847805174917758	0.064	0.042	1
Nek9	0.183683957258	0.213666761846286	0.079	0.055	1
March7	0.184025623874952	-0.08177358977087	0.248	0.315	1
5031439G07Rik	0.184180579206872	0.142451602971623	0.03	0.016	1
Sppl3	0.184226917253829	0.00427045303889617	0.104	0.148	1
Rmc1	0.184286863478422	-0.147363407351874	0.01	0.025	1
Clasp2	0.184374220880136	-0.146920450972072	0.025	0.046	1
Zdhhc3	0.184423433992735	-0.181917512187173	0.054	0.083	1
H2afy	0.184877319942616	0.22549369296357	0.342	0.315	1
Hmg20a	0.184967833375001	-0.0772557156592176	0.01	0.025	1
Mapre1	0.18509348736063	-0.119656114017644	0.198	0.259	1
Bet1	0.185309015665032	-0.130520992950667	0.01	0.025	1
Cdk2ap2	0.185476389762966	0.18401832769137	0.208	0.172	1
Pfdn4	0.185633437296251	-0.111358735538152	0.025	0.046	1
Ncln	0.185650663213714	-0.129130905296476	0.01	0.025	1
Asah1	0.185677925494848	0.0567192135097169	0.03	0.016	1
Ptpn22	0.185824000620974	0.299759083875592	0.307	0.288	1
AU040320	0.1859927762934	-0.14255796806727	0.01	0.025	1
Insig1	0.186075474387603	0.325152255065567	0.119	0.091	1
9430038I01Rik	0.186461778416654	0.297022251443092	0.074	0.052	1
Wdr33	0.186497620085154	0.337793896123675	0.198	0.168	1
Rbmxl1	0.186786916911374	-0.10324931362325	0.015	0.032	1
Mnat1	0.186786931084752	-0.0735406163797227	0.015	0.032	1
Wasf2	0.186797921496472	0.39463736496523	0.257	0.232	1
Zfand2b	0.186926670783278	-0.0940593829219966	0.035	0.059	1
Chmp5	0.18703125354039	-0.119556411024286	0.054	0.084	1
Atxn1	0.187152877473425	-0.141657104563769	0.025	0.046	1
Rpl3	0.187265436632285	0.0961586616007963	0.837	0.797	1
Inf2	0.187365889347665	-0.11457655058371	0.01	0.025	1
Luzp1	0.187379703763133	0.37264310227865	0.173	0.146	1
Umps	0.187391113365117	-0.0716422976542736	0.015	0.032	1
Cpne1	0.187503540065685	0.208452247008193	0.079	0.055	1
Wapl	0.18769112667225	0.222160799813861	0.198	0.167	1
Derl2	0.187697982669636	0.246920534981709	0.069	0.047	1
Sept6	0.187793800644105	-0.0627253329720852	0.158	0.211	1
Rftn1	0.187996737300798	-0.0700425964957576	0.015	0.032	1
Eri1	0.188013466541114	-0.164434300177846	0.054	0.083	1
Kctd2	0.188048158014411	-0.0788013605167742	0.035	0.059	1
Hat1	0.188048173625571	0.0129498642441506	0.035	0.059	1
Rbm7	0.188460238148252	-0.141395325194852	0.069	0.102	1
Hps4	0.188746472525547	-0.0806412625485261	0.01	0.025	1
Srpr	0.18878509913597	0.304675566014738	0.183	0.154	1
Slc9a1	0.188907879491392	-0.0611090914231091	0.015	0.032	1
Ndufb8	0.188956213536466	-0.0855933224905728	0.114	0.156	1
Ntpcr	0.189092769106486	-0.0776406190470011	0.01	0.025	1
Racgap1	0.189187466923764	-0.0946366351887868	0.05	0.077	1
Synrg	0.18921584114415	0.244243841845912	0.104	0.077	1
Yipf5	0.189550506270775	0.315656326401185	0.089	0.065	1
Top2b	0.189628072831574	0.23313821847785	0.228	0.194	1
Map2k7	0.189953244073767	-0.191321762331073	0.054	0.082	1
Sumo3	0.189957890009446	0.204297951828265	0.134	0.105	1
Cnih1	0.190083276551299	-0.177724294334296	0.03	0.052	1
Gtf2f1	0.190209202921739	0.368673498302021	0.084	0.061	1
Ncoa4	0.1902192748729	-0.0810633826341606	0.025	0.046	1
Cdk17	0.190641483673308	-0.0306338624741794	0.074	0.108	1
Rabif	0.190677933772798	0.160961382682033	0.054	0.035	1
Ccdc86	0.190713303555555	0.220721093658272	0.089	0.064	1
Bsg	0.190780364820972	0.379860138832247	0.178	0.152	1
Arfgap2	0.190844256028086	-0.173517150247731	0.069	0.1	1
Nfic	0.190915473699832	0.365437698108255	0.188	0.16	1
Disc1	0.191106109938664	-0.0886312301022315	0	0.008	1
Gm29358	0.19110616975888	-0.0643363606152045	0	0.008	1
Zc3h11a	0.19110616975888	-0.0800695278192299	0	0.008	1
Flvcr1	0.19110616975888	-0.0944905283788364	0	0.008	1
St8sia6	0.19110616975888	-0.0496555606902646	0	0.008	1
Fkbp7	0.19110616975888	-0.0664169358441718	0	0.008	1
Ube2l6	0.19110616975888	-0.0933642953173664	0	0.008	1
Ndufaf1	0.19110616975888	-0.0498776216824849	0	0.008	1
Tti1	0.19110616975888	-0.0754988577891173	0	0.008	1
Wars2	0.19110616975888	-0.0504232248139699	0	0.008	1
Gm42722	0.19110616975888	-0.100158573528718	0	0.008	1
Alg14	0.19110616975888	-0.0791292173536475	0	0.008	1
Abcd3	0.19110616975888	-0.09505805656768	0	0.008	1
Casp6	0.19110616975888	-0.0775120361992932	0	0.008	1
Mob3b	0.19110616975888	-0.0767542064577654	0	0.008	1
Acot11	0.19110616975888	-0.0691719477143614	0	0.008	1
Otud3	0.19110616975888	-0.123800022077434	0	0.008	1
Pex1	0.19110616975888	-0.0683638530215118	0	0.008	1
Ap5z1	0.19110616975888	-0.0794156648312003	0	0.008	1
Elmod3	0.19110616975888	-0.0581326096385142	0	0.008	1
Zscan22	0.19110616975888	-0.100380293735712	0	0.008	1
Dhdh	0.19110616975888	-0.103599173204265	0	0.008	1
Micu3	0.19110616975888	-0.100675361708588	0	0.008	1
Gypa	0.19110616975888	-0.137580769042568	0	0.008	1
Aktip	0.19110616975888	-0.106060131986527	0	0.008	1
Carmil2	0.19110616975888	-0.0440595067997868	0	0.008	1
Cmtr2	0.19110616975888	-0.0921296115609514	0	0.008	1
Pclaf	0.19110616975888	-0.107850068002321	0	0.008	1
Pcbp4	0.19110616975888	-0.0682087292416238	0	0.008	1
Eno3	0.19110616975888	-0.0767686205162364	0	0.008	1
Wipi1	0.19110616975888	-0.0670384987243969	0	0.008	1
Pole2	0.19110616975888	-0.0658608002262497	0	0.008	1
Tmed8	0.19110616975888	-0.0928222947426262	0	0.008	1
Irf4	0.19110616975888	-0.0686554693959927	0	0.008	1
Pxdc1	0.19110616975888	-0.0671476229405634	0	0.008	1
Ptpdc1	0.19110616975888	-0.0849896450860576	0	0.008	1
Habp4	0.19110616975888	-0.0922919838807417	0	0.008	1
Naip6	0.19110616975888	-0.112978886208348	0	0.008	1
Cenpk	0.19110616975888	-0.0661517561765261	0	0.008	1
Tmem267	0.19110616975888	-0.0733521230855205	0	0.008	1
Kctd9	0.19110616975888	-0.0665187116083904	0	0.008	1
Diaph3	0.19110616975888	-0.0518235567933309	0	0.008	1
B930095G15Rik	0.19110616975888	-0.0633844784289209	0	0.008	1
1700120C14Rik	0.19110616975888	-0.0624766629379463	0	0.008	1
Krt83	0.19110616975888	-0.0892775670157462	0	0.008	1
Ccdc58	0.19110616975888	-0.0885155964012307	0	0.008	1
Lmf1	0.19110616975888	-0.0856852415484424	0	0.008	1
Zfp799	0.19110616975888	-0.0584573289505172	0	0.008	1
Atat1	0.19110616975888	-0.0716901167698456	0	0.008	1
Runx2os1	0.19110616975888	-0.0663174560352192	0	0.008	1
Cul9	0.19110616975888	-0.0732654776987127	0	0.008	1
Tnfaip8l1	0.19110616975888	-0.0670189613570834	0	0.008	1
Tmem241	0.19110616975888	-0.0617996126467748	0	0.008	1
Poll	0.19110616975888	-0.0714458132708576	0	0.008	1
Cybb	0.19110616975888	-0.0992766712967358	0	0.008	1
Cd99l2	0.19110616975888	-0.0720662308854395	0	0.008	1
Phka1	0.19110616975888	-0.104486892351414	0	0.008	1
Tmtc1	0.19110616975888	-0.0631073029334399	0	0.008	1
Cdc42ep1	0.19110616975888	-0.100093158474142	0	0.008	1
Lsm2	0.191249585758119	-0.102636924347641	0.025	0.046	1
Arid5b	0.191328511597331	0.258721825979068	0.158	0.129	1
